data,label,angle
"[0.35495853 0.4860625  0.52421576 0.34467387 0.49367985 0.48029697
 0.34425512 0.47954267 0.45408392 0.3452304  0.5014588  0.5539335
 0.3478326  0.4650215  0.37954348 0.37360445 0.51409656 0.41984713
 0.3667868  0.4482848  0.4657533  0.41960812 0.512885   0.36454067
 0.4154227  0.44332224 0.44157282 0.43917206 0.49113733 0.29105642
 0.43860662 0.45619792 0.23225185 0.46840593 0.5003532  0.5245289
 0.46929505 0.46480075 0.37631914 0.5261419  0.5000899  0.35494235
 0.5335302  0.47991216 0.39425543 0.60141647 0.5044007  0.18780367
 0.59748214 0.49731746 0.2197372 ]",situp,"1.9867706298828125,176.4610595703125,4.085479736328125,7.987380981445312,145.12746047973633,46.5171674489975"
"[0.48187613 0.39367402 0.41294277 0.48299128 0.38589415 0.5643145
 0.48705775 0.3806388  0.570319   0.49712303 0.3709302  0.44504854
 0.513989   0.36116922 0.48780084 0.4996991  0.40076002 0.37611267
 0.550364   0.37494692 0.36746994 0.5303672  0.466159   0.24549194
 0.5777323  0.4695467  0.20077792 0.5362274  0.516068   0.13942876
 0.57339406 0.54275763 0.14977174 0.5391791  0.5209867  0.37670997
 0.57876295 0.53294784 0.43820167 0.44068384 0.6813115  0.3453908
 0.44968995 0.68320245 0.6165575  0.590057   0.8099363  0.26299927
 0.5877141  0.8001726  0.24484028]",situp,"90.38350677490234,80.832763671875,50.853004455566406,49.7435302734375,19.526695251464844,18.42681121826172"
"[0.2775358  0.7749483  0.72361416 0.23761477 0.79574424 0.6627491
 0.22484206 0.76720256 0.82168895 0.19221841 0.75403965 0.56053996
 0.1665884  0.69200855 0.66480964 0.32251152 0.6836647  0.7709937
 0.2070984  0.57591796 0.8877567  0.5898162  0.6662572  0.69733125
 0.5769075  0.5158688  0.84548414 0.83532625 0.68745375 0.88913155
 0.8942877  0.5474869  0.8289424  0.48950118 0.43556455 0.5881461
 0.45095572 0.35933617 0.74298656 0.6346515  0.2932715  0.76329136
 0.6139432  0.21900989 0.85917586 0.7341756  0.18680328 0.80114526
 0.7462663  0.10443301 0.72657317]",pushup,"0.1616058349609375,2.500244140625,0.882598876953125,11.626052856445312,165.08771657943726,171.33953666687012"
"[0.0572065  0.7542349  0.5499156  0.02304577 0.74544686 0.7585682
 0.01970741 0.7251505  0.6438266  0.03481009 0.6722459  0.5206058
 0.03224339 0.6358004  0.750355   0.2612955  0.6662672  0.84318936
 0.14858194 0.56846225 0.878231   0.51861405 0.6696444  0.498246
 0.5359331  0.5510909  0.6394159  0.8336439  0.6896589  0.9162994
 0.88608545 0.5483998  0.70567346 0.4634161  0.428884   0.51203287
 0.43591392 0.3576071  0.75260764 0.62901425 0.28790808 0.86153704
 0.60195166 0.21755598 0.80971915 0.73571664 0.18715592 0.73300195
 0.7468801  0.10187395 0.75975484]",pushup,"1.550384521484375,2.9488983154296875,3.8746490478515625,9.178970336914062,2.127459436655045,2.8832874298095703"
"[0.4667499  0.28645048 0.5886366  0.45681706 0.27986118 0.48328075
 0.46214578 0.27597135 0.56167567 0.46306267 0.24650836 0.5528894
 0.47313976 0.23408826 0.6677831  0.486264   0.26288274 0.5666531
 0.54231024 0.2354458  0.40474224 0.53317297 0.35009566 0.25379413
 0.55953544 0.30543405 0.18423629 0.54998803 0.38923    0.38333791
 0.57749414 0.36940187 0.2797884  0.63192445 0.37903023 0.5313113
 0.6611965  0.3621526  0.62266004 0.57877934 0.5551856  0.72220725
 0.5868242  0.55615723 0.5976332  0.653574   0.7440443  0.70404494
 0.66816455 0.7455728  0.65325856]",situp,"44.21452331542969,38.39356994628906,64.15058898925781,68.21993255615234,1.8552780151367188,5.022346496582031"
"[0.40781    0.4759367  0.6655685  0.39030555 0.48684132 0.65539134
 0.39336154 0.45446533 0.6647405  0.37692344 0.48029387 0.5483762
 0.3823582  0.41466    0.76913905 0.41587514 0.5141184  0.4863604
 0.46886858 0.34682673 0.7465992  0.4774218  0.6373346  0.10837386
 0.5545677  0.4054864  0.19559535 0.49970528 0.63751954 0.12166516
 0.7008773  0.58093846 0.51636285 0.634495   0.5597822  0.47133896
 0.6589793  0.4328367  0.608921   0.43796834 0.6558433  0.6706189
 0.49086034 0.5100503  0.36781192 0.6591186  0.72671163 0.70691687
 0.70621425 0.5918017  0.52670234]",situp,"134.5441780090332,136.18264770507812,130.9886817932129,142.15293884277344,15.784229278564451,62.98226547241211"
"[0.4010599  0.11366542 0.6824404  0.35511076 0.10472981 0.81053483
 0.35732472 0.10859527 0.6024415  0.2885456  0.17023316 0.861065
 0.292199   0.16854644 0.8449172  0.29489085 0.2785496  0.87588704
 0.39117667 0.24812928 0.2330564  0.61752486 0.35840505 0.81175786
 0.6388284  0.33093187 0.61073124 0.96835417 0.34103003 0.75905126
 0.9304155  0.32684466 0.59556836 0.5346263  0.6260612  0.58888406
 0.5646355  0.5856534  0.4650869  0.6804597  0.90145004 0.44860685
 0.660568   0.8646357  0.4895582  0.6853763  0.9732892  0.19815311
 0.6773202  0.9694512  0.18464118]",pushup,"9.89582061767578,23.988487243652344,8.222976684570312,6.69671630859375,160.709523499012,163.26277017593384"
"[0.43417856 0.641973   0.65600944 0.4135523  0.6476589  0.7239703
 0.41321814 0.64416504 0.68241113 0.4049287  0.69942045 0.72712153
 0.4040878  0.6896137  0.69565046 0.45233065 0.78324217 0.71003586
 0.44485176 0.7084458  0.59564394 0.5758726  0.76867396 0.4442776
 0.56633145 0.7437038  0.49114218 0.69258815 0.7194477  0.418159
 0.6776951  0.7064342  0.25508946 0.56753474 0.9418043  0.6250532
 0.5732044  0.87404644 0.4135705  0.7602245  0.91857094 0.59093004
 0.70885134 0.781454   0.2541657  0.7038383  0.9658378  0.2383944
 0.73039013 0.77209723 0.23631473]",situp,"10.83648681640625,33.096866607666016,93.46089935302734,119.12525939941406,145.31164932250977,16.142883777618408"
"[0.49218726 0.5368348  0.5126398  0.48055506 0.52813905 0.5160508
 0.4822864  0.5271787  0.53654915 0.4808207  0.49836713 0.5984779
 0.48495117 0.4909113  0.615164   0.525537   0.48987594 0.69887936
 0.536313   0.47833782 0.8018186  0.5615812  0.58751595 0.29102832
 0.58204466 0.60028994 0.3541255  0.5430768  0.63339084 0.26650146
 0.5380779  0.64570993 0.64087236 0.7165648  0.4855289  0.72693413
 0.72937    0.4895486  0.63720536 0.5991869  0.6164209  0.5129444
 0.6044058  0.6173891  0.6881972  0.7094454  0.70203626 0.51613843
 0.7083651  0.69488174 0.24638176]",situp,"97.64678573608398,94.05506896972656,131.02471542358398,46.812103271484375,64.62446594238281,42.22929382324219"
"[0.3540755  0.5467771  0.5765011  0.3408424  0.56830984 0.8433929
 0.33710104 0.54384005 0.6732838  0.35686016 0.6163044  0.7605901
 0.3458845  0.5594612  0.578803   0.44552436 0.64770114 0.8411839
 0.4035407  0.52532756 0.5298122  0.45719692 0.5256384  0.80257857
 0.42706683 0.42400166 0.22210306 0.39474759 0.42250162 0.7478956
 0.40172052 0.40925568 0.3145029  0.6362801  0.5196385  0.8138593
 0.62081665 0.4265898  0.6798574  0.45503205 0.415674   0.6227913
 0.423377   0.3244526  0.69256693 0.6809738  0.31937194 0.621118
 0.64056194 0.20627084 0.93043774]",situp,"124.09414672851562,127.07634735107422,128.20838928222656,116.28607940673828,72.8814926147461,36.65735626220703"
"[0.19090328 0.2911145  0.8821654  0.16646065 0.3146418  0.8626344
 0.168172   0.28635547 0.8347889  0.17431152 0.38675776 0.6101988
 0.17073807 0.31631696 0.66158015 0.2691056  0.49068743 0.71988726
 0.27692318 0.31201342 0.64637154 0.3816327  0.6459736  0.89005846
 0.39017913 0.32807082 0.7651168  0.27119675 0.6903282  0.86797327
 0.311152   0.24304974 0.7780879  0.5384157  0.55679953 0.71291345
 0.56408453 0.42158383 0.74441564 0.72265327 0.5571836  0.7507849
 0.71220845 0.22943594 0.89407516 0.91216487 0.6932084  0.8827462
 0.89566857 0.34370196 0.9523052 ]",squat,"95.71184539794922,35.550018310546875,106.74303436279295,13.673187255859377,39.02294635772705,104.0467529296875"
"[0.19692023 0.55905485 0.81811905 0.17974804 0.55743086 0.8592182
 0.17630503 0.5369283  0.8447047  0.18596904 0.5140029  0.45536572
 0.18518369 0.46774045 0.8101266  0.29490778 0.58813494 0.888942
 0.2825232  0.36612836 0.7204599  0.42863423 0.58238906 0.6315307
 0.40270132 0.3239275  0.55074084 0.39482677 0.44349292 0.5634302
 0.39739078 0.47628647 0.69518524 0.52746916 0.53735    0.83202106
 0.5313515  0.39780748 0.87246037 0.7481843  0.52693063 0.8034359
 0.7312868  0.3634653  0.8508392  0.89925426 0.5038966  0.7065044
 0.87994725 0.3537419  0.7520017 ]",standingFront,"6.004165649414063,5.9665069580078125,162.99813842773438,9.61566162109375,68.6548843383789,101.21949100494383"
"[0.05651524 0.38582462 0.7384057  0.04392553 0.40630043 0.55018187
 0.04100008 0.36341783 0.6478265  0.0666004  0.4311724  0.72110575
 0.05907322 0.32285237 0.7583446  0.18952683 0.49741605 0.7283159
 0.17918338 0.23840176 0.89281976 0.31930414 0.5239497  0.58165026
 0.32155812 0.1950788  0.71109897 0.4375016  0.53061634 0.6824911
 0.4358567  0.19219388 0.751339   0.42915332 0.44571605 0.86320823
 0.4287976  0.3080513  0.7109681  0.637774   0.42648208 0.8069846
 0.63753474 0.2874021  0.85844684 0.8111435  0.39021608 0.8229623
 0.8371588  0.27762097 0.7140566 ]",standingFront,"2.844451904296875,6.547393798828125,158.75978088378906,6.90753173828125,15.478532552719116,8.326943397521973"
"[0.39000717 0.4651011  0.43181232 0.3741058  0.4697445  0.49850792
 0.37753963 0.47063026 0.44249964 0.37530878 0.5062212  0.6514387
 0.3819357  0.5034611  0.58445674 0.41877407 0.5483353  0.5292337
 0.420395   0.51331073 0.47211304 0.4844451  0.4572186  0.3026528
 0.47452924 0.45466822 0.31080443 0.4714301  0.43522263 0.21632712
 0.46494362 0.42452124 0.29053387 0.60719115 0.53841615 0.72644705
 0.5980348  0.51950914 0.6629419  0.48665658 0.39515725 0.5574781
 0.48608124 0.38696143 0.42594185 0.6009325  0.2921573  0.46241322
 0.601308   0.2949901  0.32277685]",situp,"91.58931732177734,88.0472412109375,47.816184997558594,127.06289672851562,60.34953689575195,66.3943977355957"
"[0.55760473 0.28529003 0.46783498 0.54497623 0.2792739  0.5198304
 0.5581206  0.2687528  0.53301114 0.5354529  0.28264737 0.5698961
 0.5723255  0.26764974 0.41063878 0.545193   0.33438817 0.5908039
 0.60764974 0.28712857 0.58982176 0.51871336 0.38887948 0.36792797
 0.5899153  0.37769625 0.11647408 0.4934187  0.4020626  0.48230693
 0.5047689  0.37652263 0.23660251 0.5753691  0.5104137  0.46112478
 0.6285709  0.5000464  0.42310527 0.49776947 0.6422325  0.7329617
 0.531564   0.5736455  0.33449483 0.6134816  0.7292973  0.67606884
 0.6693207  0.6754129  0.63219976]",situp,"106.35737991333008,83.5259017944336,58.424259185791016,40.21232604980469,100.2894515991211,36.55519104003906"
"[0.48891875 0.7192176  0.4443983  0.481235   0.73396987 0.44817057
 0.48314777 0.7356898  0.43141964 0.49325943 0.7693993  0.31433028
 0.49005544 0.7725395  0.24960394 0.54121953 0.75771546 0.33586407
 0.52714837 0.74991626 0.24936084 0.5030168  0.70402664 0.16111861
 0.4819025  0.70756507 0.20486565 0.45796168 0.7022912  0.25995064
 0.45779547 0.7077706  0.22064556 0.64424485 0.60381263 0.5911763
 0.6219707  0.6102098  0.39888233 0.53063214 0.44022018 0.4200995
 0.5103004  0.44854754 0.50885296 0.63472605 0.32498133 0.58929306
 0.6173344  0.33429664 0.21695542]",situp,"77.767333984375,76.87057495117188,68.801025390625,68.57850646972656,136.40420532226562,52.36009979248047"
"[0.45327377 0.22981592 0.6009388  0.41986    0.25202963 0.54917413
 0.42535114 0.2117903  0.6011653  0.40723994 0.34763035 0.5580838
 0.41710705 0.24150193 0.11567909 0.532469   0.52252597 0.7354955
 0.5326562  0.29387262 0.6730256  0.6966871  0.72150946 0.7704284
 0.49740484 0.19554162 0.17539985 0.5603257  0.68864733 0.68429446
 0.49925813 0.21269959 0.12882268 0.91120684 0.61122096 0.7404915
 0.8950632  0.4611128  0.7673161  0.9887428  0.634703   0.03310538
 0.98296326 0.45044565 0.03614543 1.0543268  0.63603085 0.01612459
 1.0655572  0.45243326 0.01717149]",squat,"171.70211791992188,15.689193725585938,148.30873107910156,3.66876220703125,13.557785034179688,36.91812896728516"
"[0.6822169  0.17521642 0.6104995  0.63420576 0.2011318  0.71504295
 0.6364188  0.16525456 0.7510544  0.58815295 0.28360263 0.7754157
 0.60746294 0.20069143 0.54097086 0.60246944 0.4150731  0.6819069
 0.610172   0.22107701 0.46342468 0.5591887  0.6693991  0.7964534
 0.6977444  0.21535556 0.28643826 0.80023    0.6601971  0.6469626
 0.8577945  0.2331047  0.6844572  0.6501057  0.7615549  0.16494143
 0.64918184 0.6973306  0.22938894 0.69754535 0.8872493  0.1915121
 0.9802666  0.7396886  0.10348526 0.9157268  0.85008174 0.11301104
 0.8450115  0.7647794  0.05009887]",pushup,"162.20001411437988,101.00989532470705,78.02670288085938,12.849266052246094,169.93385863304138,78.1557765007019"
"[0.3100244  0.51535565 0.47157678 0.29829374 0.50308913 0.5918405
 0.29928842 0.4980968  0.4046004  0.3145769  0.46953043 0.4343928
 0.32371464 0.456743   0.6345976  0.36829767 0.49284205 0.6681247
 0.39129174 0.44990504 0.58675015 0.427781   0.55641896 0.17656831
 0.44408286 0.56622636 0.29197696 0.40553617 0.6005767  0.3690187
 0.41625974 0.6082219  0.30498418 0.55721176 0.5249244  0.67829967
 0.5794238  0.5022323  0.6596328  0.3750187  0.5845965  0.44334128
 0.39922038 0.59848225 0.17354393 0.55993414 0.6719335  0.4442702
 0.5660269  0.6654483  0.48326254]",situp,"130.01905250549316,136.58355140686035,136.34905433654785,152.22695350646973,57.935882568359375,69.83180236816406"
"[0.86761457 0.18155855 0.65782124 0.83178365 0.19812341 0.61267376
 0.8327744  0.17658326 0.573676   0.793885   0.27668047 0.8757763
 0.7990021  0.21327321 0.42105255 0.8248658  0.3853881  0.4253331
 0.787003   0.21847402 0.41496974 0.66448975 0.50784695 0.86147887
 0.6500056  0.29822084 0.79976237 0.92216694 0.52096695 0.57438254
 0.81707174 0.27885127 0.33009484 0.8002432  0.59471416 0.5503153
 0.755614   0.504877   0.47902796 0.8168084  0.6682424  0.47883117
 0.7821972  0.62324375 0.23857228 0.7478888  0.75141793 0.8097243
 0.7504178  0.66360706 0.17868099]",pushup,"50.87215805053711,52.34150314331055,18.912155151367188,19.40498352050781,23.59056854248047,139.7208251953125"
"[0.18649092 0.7194021  0.39548373 0.15312436 0.73157835 0.5114659
 0.1510622  0.6982339  0.70165604 0.13713986 0.7117277  0.11947935
 0.12749398 0.63510805 0.42714527 0.248218   0.66079915 0.5949456
 0.25920522 0.5342619  0.55488545 0.48864824 0.6416391  0.37265742
 0.55556923 0.4870067  0.5375431  0.70446885 0.6415337  0.47491267
 0.7907854  0.50553316 0.7787718  0.4026234  0.43436706 0.40887848
 0.39207867 0.3668808  0.43176872 0.53717715 0.38072684 0.24457979
 0.5499817  0.32328048 0.22165048 0.43375614 0.26563042 0.34351337
 0.42713112 0.19666879 0.6346715 ]",pushup,"118.70028686523438,110.2067413330078,36.12017822265625,33.974853515625,166.43693923950195,4.528314603492618"
"[0.7012145  0.8164442  0.6383179  0.6756161  0.8242715  0.662307
 0.6715422  0.8228036  0.64712614 0.6323906  0.7953453  0.60864186
 0.62975603 0.7920364  0.7970298  0.61575466 0.7535852  0.39972168
 0.5958431  0.730039   0.23754682 0.56338054 0.63522696 0.26580098
 0.56731373 0.63356626 0.5234714  0.7362634  0.67016935 0.5288251
 0.75747395 0.6581932  0.72288114 0.6317162  0.49791467 0.6422643
 0.6295857  0.49105597 0.69367194 0.6554077  0.3263346  0.57388157
 0.656765   0.31511766 0.598692   0.62196594 0.16663814 0.7884403
 0.6281654  0.15347436 0.7403875 ]",pushup,"18.81525421142578,19.68891906738281,0.7451324462890625,4.289268493652344,66.14668989181519,54.70392036437988"
"[0.41684312 0.6865474  0.59694    0.39501303 0.70694864 0.6377384
 0.3902897  0.6695332  0.65102196 0.3895822  0.72637993 0.4790276
 0.38114303 0.63973045 0.6835002  0.43355492 0.7837447  0.5947255
 0.42578733 0.5892349  0.6948863  0.39633372 0.8031677  0.7073422
 0.5305704  0.6320999  0.40648144 0.40482047 0.774632   0.34325463
 0.47401938 0.6369066  0.22135031 0.69992405 0.7578736  0.4738683
 0.7007829  0.6592433  0.5748798  0.50390846 0.8151678  0.56701005
 0.5169598  0.65363026 0.50739205 0.7346781  0.95105517 0.5348194
 0.74164295 0.666018   0.7024426 ]",situp,"1.406796932220459,133.21520233154297,12.53399419784546,10.745872497558594,152.8929901123047,45.88034057617188"
"[0.4739515  0.78302395 0.59907496 0.4795847  0.796803   0.6251437
 0.4711143  0.7875322  0.6002981  0.513384   0.8067482  0.62458014
 0.4910699  0.7855646  0.6341952  0.5559777  0.78877324 0.78246367
 0.48432773 0.6956183  0.580737   0.65655994 0.77174646 0.75966257
 0.48891833 0.5510571  0.52440846 0.53601635 0.7811054  0.43227658
 0.45833337 0.54800886 0.11156081 0.6677181  0.55303746 0.5947346
 0.6244699  0.49528623 0.46765992 0.5103677  0.4537399  0.51301885
 0.47464025 0.39101228 0.5124124  0.75121623 0.2972996  0.6417927
 0.63614494 0.2581615  0.57516706]",situp,"105.7239227294922,114.7403564453125,90.13870239257812,83.10688781738281,86.12725830078125,5.168553352355957"
"[0.3253677  0.31639522 0.64756334 0.29883876 0.333215   0.5881936
 0.30154803 0.30627435 0.6413905  0.25120112 0.42058137 0.48480365
 0.26500648 0.3538249  0.43854052 0.32856566 0.5725073  0.885886
 0.28202835 0.34546283 0.27170327 0.4302906  0.40545452 0.64922184
 0.30191857 0.16984484 0.84318876 0.25405642 0.44563764 0.70281583
 0.22401026 0.2901824  0.43130457 0.678824   0.4819476  0.44597542
 0.61696637 0.3643794  0.43054911 0.4695292  0.340316   0.16364348
 0.39706585 0.21935642 0.63157934 0.78083616 0.157313   0.1887626
 0.717912   0.06024244 0.33466998]",situp,"120.2176742553711,115.46414184570312,30.172080993652344,131.41700744628906,26.45790100097656,45.81671524047852"
"[0.6663302  0.12107053 0.7915868  0.63713175 0.11975314 0.7771071
 0.6393812  0.10580722 0.55897856 0.57240826 0.16472079 0.87185174
 0.5736773  0.14211765 0.6083088  0.5455121  0.28153756 0.6257637
 0.530425   0.19708826 0.8481165  0.6217668  0.39541146 0.74597967
 0.63597035 0.25392213 0.35407043 0.8299873  0.34992075 0.841518
 0.78075296 0.2559957  0.6804226  0.512749   0.5007046  0.5899772
 0.48283643 0.45792165 0.7972172  0.5989508  0.65117323 0.48253134
 0.5879645  0.6060082  0.46241686 0.61589307 0.8251751  0.8396125
 0.60189885 0.73959213 0.48345363]",pushup,"29.41621398925781,24.24665069580078,45.71109008789063,38.31004333496094,27.48097419738769,111.48394107818604"
"[0.37413883 0.43375    0.59053    0.35763884 0.42903033 0.5608408
 0.36146674 0.41873026 0.61084557 0.35993442 0.389025   0.5756215
 0.36041823 0.37728825 0.7334317  0.425005   0.38322192 0.7819358
 0.42845154 0.35658878 0.8026902  0.43856305 0.489337   0.57167476
 0.4459913  0.4839966  0.43914384 0.4367137  0.5049609  0.38536724
 0.43970332 0.5076183  0.42980832 0.64911044 0.38165748 0.64875203
 0.6693081  0.37282953 0.79513836 0.554604   0.54670143 0.47539878
 0.5633837  0.5441092  0.6263053  0.6465969  0.7055215  0.6534855
 0.66858053 0.71364546 0.69247216]",situp,"63.55335998535156,59.87663269042969,117.87629699707033,59.80397033691406,22.744644165039062,14.031600952148438"
"[0.756773   0.70809585 0.39016348 0.71534836 0.7246286  0.33804253
 0.7136421  0.7118195  0.44756663 0.6690942  0.6738305  0.19280857
 0.65794474 0.64380395 0.42955846 0.67070246 0.59127325 0.2314535
 0.6381717  0.5275556  0.3765678  0.70844626 0.48849657 0.08309866
 0.5886854  0.35052043 0.82613045 0.8019994  0.4861048  0.16200827
 0.81688505 0.3314436  0.45047367 0.70641595 0.27414855 0.23084994
 0.6548544  0.24299592 0.28325313 0.7784423  0.08318502 0.19017284
 0.73664856 0.05643459 0.34402722 0.8849013  0.10396086 0.01009179
 0.7906303  0.05807137 0.01722891]",pushup,"111.9373550415039,99.6224594116211,20.318893432617188,14.239761352539062,100.8385090827942,68.37018537521362"
"[0.20864047 0.7234709  0.67353386 0.17762509 0.7344308  0.40510872
 0.17355552 0.70236105 0.44557533 0.16217312 0.7144279  0.11469536
 0.14886351 0.6368705  0.48680568 0.25897902 0.6681129  0.6686942
 0.26726973 0.5320584  0.53015155 0.49444234 0.6473364  0.3564762
 0.55309045 0.49188954 0.3257812  0.7061262  0.6427697  0.5770509
 0.7891759  0.5070971  0.70902044 0.40810227 0.44755524 0.3990279
 0.39401338 0.36833027 0.4222141  0.44370878 0.37487167 0.3853531
 0.42584026 0.30741978 0.3659725  0.42449996 0.26213834 0.33560744
 0.42206922 0.20231608 0.70574665]",pushup,"29.64276123046875,35.76933288574219,10.155906677246094,7.963890075683594,168.31446814537048,3.806647300720215"
"[0.4420713  0.17173122 0.71405375 0.41652435 0.15655632 0.7425774
 0.41608647 0.1576533  0.75186026 0.36068967 0.18207902 0.8355268
 0.35982418 0.18453388 0.81303287 0.39430177 0.26556265 0.6437863
 0.42031878 0.28230655 0.5598591  0.6641994  0.29853755 0.78017545
 0.64545226 0.31482512 0.44604984 0.8876915  0.31533054 0.86897033
 0.88369143 0.31800175 0.16543078 0.48595038 0.4914605  0.5129318
 0.4972437  0.49653754 0.75481063 0.64802057 0.6667624  0.827524
 0.65156484 0.6560565  0.5171145  0.74567384 0.8510448  0.7350469
 0.73208153 0.8352309  0.78495353]",pushup,"19.85313415527344,14.83441162109375,24.299224853515625,20.671226501464844,7.455106258392334,2.6685476303100586"
"[0.5003691  0.7209878  0.659248   0.48473167 0.7433067  0.73248935
 0.4808334  0.7386698  0.75554866 0.5031791  0.8077605  0.77447265
 0.49783134 0.7957005  0.5650456  0.6047984  0.7907865  0.7703231
 0.5863333  0.76072466 0.78808606 0.5889023  0.5571783  0.681538
 0.579633   0.6125022  0.26244918 0.5594105  0.57209074 0.557198
 0.5499746  0.58220637 0.2874804  0.76688635 0.5182767  0.6647401
 0.74691737 0.51968646 0.79936713 0.5554115  0.2903309  0.7639086
 0.54737484 0.2944578  0.8367151  0.74861425 0.09843795 0.70803374
 0.7325293  0.11295789 0.69914573]",situp,"87.11054992675781,88.04823303222656,75.21177673339844,73.59739685058594,41.80256652832031,67.0694351196289"
"[0.86035925 0.13503169 0.42768797 0.8410215  0.13961785 0.41303882
 0.8448626  0.1298601  0.5499249  0.80720484 0.17441833 0.6717338
 0.8158251  0.1582891  0.4778603  0.7917956  0.23416102 0.5393818
 0.7514669  0.2370493  0.28264013 0.7058334  0.36515713 0.6747593
 0.6913949  0.36914706 0.5075958  0.88438815 0.4259807  0.81885666
 0.8511617  0.4309858  0.38847038 0.74524534 0.48569334 0.47456536
 0.7360045  0.49850163 0.58278507 0.7629437  0.68144625 0.7475358
 0.76402867 0.6790734  0.6516256  0.72725517 0.8672222  0.73666835
 0.73224276 0.85455847 0.74008995]",pushup,"19.088523864746094,16.040489196777344,12.206306457519531,15.651077270507812,93.29459381103516,104.46257781982422"
"[0.23830692 0.29794663 0.27533546 0.22143057 0.30627272 0.34784734
 0.22332746 0.30202502 0.25755444 0.21645552 0.36325887 0.43961915
 0.21973483 0.36608848 0.2322006  0.27314723 0.3928684  0.8997106
 0.27372274 0.42451483 0.7120945  0.48319656 0.2534407  0.5285192
 0.45842758 0.39851293 0.258957   0.41625336 0.21670587 0.36079434
 0.39146867 0.261959   0.261803   0.67419887 0.29812196 0.65924877
 0.6474173  0.3120003  0.45389757 0.37534243 0.08997358 0.7529795
 0.3661676  0.09861143 0.43018967 0.68753105 0.00594606 0.4917588
 0.6664131  0.0169058  0.604853  ]",situp,"127.58856201171876,130.0789337158203,126.05543518066406,131.85130310058594,108.10773181915285,117.66875839233398"
"[0.7200578  0.7466881  0.35336587 0.6937764  0.75381374 0.42210132
 0.69066435 0.73677766 0.29545945 0.679072   0.703078   0.2216831
 0.6693677  0.6667606  0.53601235 0.67527074 0.6557411  0.22623283
 0.657893   0.5445515  0.21887802 0.68947846 0.5900121  0.03716044
 0.5869463  0.35862398 0.68091714 0.7719661  0.5933008  0.06482033
 0.824017   0.3444093  0.40064958 0.6317191  0.2986145  0.15563977
 0.6095063  0.25498688 0.29362246 0.7121799  0.05580493 0.29523712
 0.707993   0.04358339 0.30228883 0.69997406 0.04241804 0.04980916
 0.69405353 0.04130679 0.0308772 ]",pushup,"105.70369720458984,60.69163513183594,34.46598815917969,25.2867431640625,107.45464754104614,99.9140260219574"
"[0.0573603  0.75114995 0.638446   0.02529992 0.7476085  0.49187458
 0.02202294 0.723594   0.48279884 0.0389945  0.68191296 0.23273276
 0.03741157 0.6316229  0.706554   0.27587837 0.66610223 0.8321488
 0.15220682 0.5674825  0.8861442  0.58570105 0.67462426 0.76466155
 0.5242659  0.54932046 0.35598835 0.8369227  0.69031936 0.9222416
 0.8894411  0.55011886 0.8470384  0.4647236  0.4332538  0.5293663
 0.43255708 0.35948253 0.68354225 0.6325973  0.28418872 0.76265514
 0.6073354  0.22306025 0.7188223  0.7434713  0.18376017 0.77975917
 0.7493259  0.10405253 0.7324346 ]",pushup,"1.9940338134765625,0.5661773681640625,1.400848388671875,9.3533935546875,177.0800638049841,1.999322533607483"
"[0.59676546 0.10382649 0.3736896  0.59130216 0.08917999 0.38395777
 0.5919147  0.08480501 0.41666666 0.6239665  0.06880572 0.42590293
 0.63022816 0.05868273 0.4222113  0.6492213  0.13561723 0.4732933
 0.6886243  0.11000374 0.44501358 0.54329246 0.191456   0.3710971
 0.54060334 0.19450805 0.25901946 0.59446895 0.09968635 0.3254383
 0.60247356 0.08972415 0.32046857 0.6417222  0.39357632 0.75947607
 0.66382873 0.39984074 0.62740684 0.53322655 0.5351263  0.73812467
 0.5352585  0.53822637 0.88208467 0.64661807 0.67453575 0.6255741
 0.66474056 0.67640924 0.63842314]",situp,"86.03249740600586,76.59343719482422,38.00455093383789,35.80437469482422,29.718238830566406,33.057945251464844"
"[0.36862445 0.44868758 0.4133142  0.35778964 0.43861765 0.5104471
 0.3579717  0.45595887 0.5039762  0.36585772 0.42448807 0.61692953
 0.36467922 0.46129936 0.43200603 0.46249646 0.3514538  0.7819203
 0.4492945  0.50296015 0.5728653  0.509868   0.4210076  0.13867731
 0.43138802 0.63734627 0.2398189  0.4377741  0.45067066 0.12410918
 0.3755076  0.53981394 0.4553544  0.66252893 0.49955332 0.42583245
 0.681673   0.5100032  0.47061738 0.44437978 0.64878464 0.73217064
 0.44473603 0.6332401  0.28750393 0.6558718  0.7232688  0.629448
 0.69487774 0.5882709  0.5414854 ]",situp,"17.28858184814453,126.22330474853516,150.78388214111328,109.1093521118164,37.39997863769531,101.8931884765625"
